1.  المتغيرات العالمية ومناخ العمل المعاصر. ,5,0,M02
2.  مفهوم ومصطلحات الإدارة الاستراتيجية.,5,0,M02
3.  تقييم البيئة الخارجية والبيئة الداخلية.,5,0,M02
4.  أسس اختيار القرارات الاستراتيجية.,5,0,M02
5.  ورشة عمل على إحدى المنظمات البحرية.,0,5,M02
1.    دور وواجبات المشرف في العمل الإداري.,5,0,M03
2.    خطط العمل ومتابعة تنفيذها.,5,0,M03
3.    فكرة عامة عن أحكام وقوانين العمل الجديدة.,5,0,M03
4.    السلوك الإنساني وتنمية اتجاهات العاملين.,5,0,M03
5.    أسس ومبادئ معدلات الأداء.,5,0,M03
6.    الأساليب الحديثة في تبسيط طرق وإجراءات العمل. ,5,0,M03
7.    الاتصالات ومهارات التعامل مع الآخرين.,5,0,M03
8.    الأسلوب العلمي لإعداد وصياغة التقارير والمذكرات.,5,0,M03
9.    إدارة الجودة.,5,0,M03
10. الطاقة الايجابية المفهوم المصادر طرق اكتسابها.,5,0,M03
1.    وظائف المدير والمتغيرات المعاصرة وانعكاستها على وظائفه.,5,0,M04
2.    سياسات الأفراد في ظل قوانين العمل الجديدة.,5,0,M04
3.    الدافعية والتحفيز. ,5,0,M04
4.    الرقابة والمتابعة وتقييم الأداء.,5,0,M04
5.    مهارات العمل الجماعي.,5,0,M04
6.    مهارات إدارة الاجتماعات.,5,0,M04
7.    التدريب وأسس تحديد الاحتياجات التدريبية.,5,0,M04
8.    عناصر قوانين التأمينات الاجتماعية.,5,0,M04
9.    نظم المعلومات الإدارية ودورها في دعم العمل الإداري.,5,0,M04
10. حلقات الجودة كمدخل لإدارة الجودة الشاملة.,5,0,M04
1.  دور المدير في التخطيط وجدولة العمل.,5,0,M05
2.  القيادة الإدارية وأنماط القادة. ,5,0,M05
3.  تقييم أداء العاملين وتقارير الكفاءة.,5,0,M05
4.  التفكير الابتكاري.,5,0,M05
5.  مهارات صنع واتخاذ القرار.,5,0,M05
1.  خصائص منظمات القرن الـ21.,5,0,M06
2.  القائد التحويلي وتغيير المستقبل.,5,0,M06
3.  أبعاد الإدارة الاستراتيجية.,5,0,M06
4.  الجودة أساس التقدم في منظمات القرن 21.,5,0,M06
5.  بطاقة الأداء المتوازن.,5,0,M06
6.  عناصر تحويل الأفكار الإبداعية إلى خطط تنفيذية.,5,0,M06
7.  أسس التفويض الفعال، وآثاره على إعداد قيادات القرن 21.,5,0,M06
8.  المستجدات في أساليب تشخيص المشكلات.,5,0,M06
9.  الإدارة بالأهداف والمحاسبة على النتائج.,5,0,M06
10. إدارة الصراع – مهارات التفاوض.,5,0,M06
1.    القدرة والرغبة كمحددات للسلوك الإنساني.,5,0,M07
2.    بناء وتكوين فرق العمل.,5,0,M07
3.    تقييم أداء العاملين.,5,0,M07
4.    السلوك التنظيمي وتنمية ولاء العاملين.,5,0,M07
5.    الأسلوب العلمي لحل مشكلات العمل.,5,0,M07
1.  المشكلات الإدارية – معناها – أغراضها – تشخيصها.,5,0,M08
2.  المراحل العلمية لاتخاذ القرارات.,5,0,M08
3.  أنماط المدراء والأساليب المتعددة لاتخاذ القرارات.,5,0,M08
1.   مفهوم التدريب – المبادئ والأهداف – مجالاته.,5,0,M09
2.   الأسس العلمية وخطوات تحديد الاحتياجات التدريبية.,5,0,M09
3.   كيفية تصميم البرامج وإعداد المحتوى العلمي.,5,0,M09
4.   أسس إعداد الخطة التدريبية والقواعد المحددة لها. ,5,0,M09
5.   متابعة وتصميم التدريب وقياس العائد.,5,0,M09
1.  طرق عرض البيانات.,5,0,M11
2.  تطبيقات المقاييس الإحصائية في تحليل المشكلات.,5,0,M11
3.  تشخيص وتحليل الظواهر وتوزيعها وعلاقتها الإحصائية.,5,0,M11
4.  أساليب التنبؤ في الإدارة.,5,0,M11
5.  الاختبارات الإحصائية وتطبيقاتها الإدارية.,5,0,M11
6.  تطبيقات باستخدام الحاسب الآلي.,0,25,M11
1.  مفهوم المهارات الفكرية، وأساليب تنميتها.,5,0,M12
2.  المفاهيم الحديثة لتنمية المهارات الإبداعية.,5,0,M12
3.  الأساليب العلمية للتخطيط ووضع برامج العمل.,5,0,M12
4.  الثقافة التنظيمية وأثرها في إحداث التغيير.,5,0,M12
5.  ورش عمل تطبيقية.,0,5,M12
1.  الضغوط النفسية 0 المفهوم والأعراض والآثار.,5,0,M13
2.  مصادر الضغوط النفسية.,5,0,M13
3.  أساليب الوقاية من الضغوط والتعامل معها.,5,0,M13
1.    المفاهيم الحديثة لإدارة الموارد البشرية.,5,0,M14
2.    علاقة التنظيم بإدارة الموارد البشرية.,5,0,M14
3.    تحليل العمل وتوصيف الوظائف وإعداد بطاقات وصف الوظائف.,5,0,M14
4.    أساليب تخطيط القوى العاملة طرق إعداد موازنات العمالة.,5,0,M14
5.    الاستقطاب والاختبار والاختيار للعاملين.,5,0,M14
6.    التدريب وتحديد الاحتياجات.,5,0,M14
7.    تقييم الأداء وأساليبه ونظم الترقية ومعاييرها. ,5,0,M14
8.    الدافعية والتحفيز وأنظمة الحوافز وتحديد ميزانيتها.,5,0,M14
9.    كيفية تقدير الاستحقاقات الضريبية على الأجور.,5,0,M14
10.      النقل والندب والإعارة والبعثات والإجازات بأنواعها.,5,0,M14
1.    أسس ومفاهيم التسويق وأهداف النشاط التسويقي.,5,0,M15
2.    بحوث التسويق.,5,0,M15
3.    المفاهيم اللوجستية وعلاقتها بالنشاط التسويقي.,5,0,M15
4.    مفاهيم ودور النقل متعدد الوسائط في تنشيط النقل البحري.,5,0,M15
5.    استراتيجيات تسويق الخدمات وسياسات التسعير.,5,0,M15
1.    تعريف التجارة الإلكترونية بأنواعها.,5,0,M16
2.    طرق التسويق الحديث باستخدام الإنترنت. ,0,2,M16
3.    أنواع صفحات الإنترنت المختلفة واستخداماتها.,0,2,M16
4.    المهارات الخاصة لرجال التسويق على الإنترنت.,0,1,M16
5.    دراسة حالة ,0,5,M16
1.    ماهية وخصائص العملية التفاوضية.,5,0,M17
2.    التخطيط لعملية التفاوض مع التعرض لمراحله المختلفة.,5,0,M17
3.    العقود والمبادئ القانونية الحاكمة لإبرامها وصياغتها.,5,0,M17
4.    الاتصال ومهارات العرض والتقديم.,5,0,M17
5.    استراتيجيات وتكتيكات التفاوض المختلفة.,5,0,M17
1.    مفهوم وأسس وعناصر عملية الاتصال.,5,0,M18
2.    أساليب الاتصال المختلفة وكيفية استخدام كل منها حسب الموقف.,5,0,M18
3.    كيفية التعامل مع الأنماط المختلفة من البشر ومعوقات الاتصال.,5,0,M18
1.    مفهوم الوقت وإدارته.,5,0,M19
2.    مبادئ إدارة الوقت بفاعليه.,5,0,M19
3.    الاستخدامات المثلى للوقت.,5,0,M19
1.    الأسس والمبادئ العامة لصياغة العقود والنظم والقرارات الإدارية واللوائح.,5,0,M20
2.    المصطلحات القانونية المستخدمة وضرورة الإحاطة بجوانبها وأصول الصياغة القانونية للعقود البحرية.,5,0,M20
3.    مبدأ المشروعية والرقابة القضائية على أعمال الإدارة.,5,0,M20
4.    دعوى الإلغاء ودعوى القضاء الكامل.,5,0,M20
5.    شروط قبول دعوى إلغاء القرارات الإدارية.,5,0,M20
1.    ماهية التنظيم وأسسه ومبادئه.,5,0,M21
2.    أساليب وضع وتكوين الهياكل التنظيمية.,5,0,M21
3.    الأسس العلمية لتحليل وتوصيف الوظائف. ,5,0,M21
4.    إعداد بطاقات الوصف الوظيفي.,5,0,M21
5.    مهارات التغلب على مشكلات التوصيف العملية.,5,0,M21
1.    التنظيم الإداري لإدارة المشتريات وعلاقتها بالإدارات الأخرى.,5,0,M22
2.    التعريف بوظيفة الشراء: مفهومها – خصائصها – مبادئها.,5,0,M22
3.    أسس وقواعد الشراء المحلي (طرق الشراء – إجراءاتها – لوائحها).,10,0,M22
4.    الشراء الخارجي وعلاقته بالتجارة الخارجية.,10,0,M22
5.    الاعتمادات المستندية وخطابات الضمان.,10,0,M22
1.    مفهوم العلاقات العامة ودورها في تحقيق أهداف المنظمة.,5,0,M23
2.    تخطيط نشاط العلاقات العامة.,5,0,M23
3.    تنمية مهارات مسئولي العلاقات العامة في مجال الاتصالات بمختلف أنواعها.,5,0,M23
4.    التعرف على الرأي العام والتدريب على طرق قياسه.,5,0,M23
5.    التعامل مع وسائل الإعلام المختلفة,5,0,M23
1.    مفهوم الإدارة المكتبية الحديثة.,5,0,M24
2.    طرق الترقيم والفهرسة والترميز.,5,0,M24
3.    إجراءات الحفظ وتداول الملفات إلكترونياً.,5,0,M24
4.    أساليب الكتابة الإدارية السليمة.,5,0,M24
5.    أثر الأداء المكتبي السليم على نظم المعلومات ودعم القرار.,5,0,M24
1.    مفاهيم ومبادئ إدارة الجودة الشاملة.,5,0,M25
